subscription_id,user_id,plan,billing_cycle,mrr,start_date,status,churned_date,churn_reason,plan_upgraded_to,upgrade_date
SUB_0003603,USR_0019071,growth,monthly,36.0,2024-02-29,active,NULL,NULL,NULL,NULL
SUB_0003604,USR_0019072,starter,annual,10.2,2024-06-14,active,NULL,NULL,NULL,NULL
SUB_0003605,USR_0019077,starter,monthly,12.0,2024-03-19,active,NULL,NULL,NULL,NULL
SUB_0003606,USR_0019079,growth,annual,30.6,2024-06-10,churned,2024-11-05,price,NULL,NULL
SUB_0003607,USR_0019082,starter,monthly,12.0,2024-06-24,active,NULL,NULL,NULL,NULL
SUB_0003608,USR_0019087,growth,annual,30.6,2024-05-17,active,NULL,NULL,NULL,NULL
SUB_0003609,USR_0019095,starter,monthly,12.0,2024-05-12,active,NULL,NULL,NULL,NULL
SUB_0003610,USR_0019123,enterprise,annual,81.6,2024-07-23,active,NULL,NULL,NULL,NULL
SUB_0003611,USR_0019129,growth,monthly,36.0,2024-04-02,active,NULL,NULL,NULL,NULL
SUB_0003612,USR_0019133,starter,monthly,12.0,2024-04-29,active,NULL,NULL,NULL,NULL
SUB_0003613,USR_0019139,enterprise,annual,81.6,2024-07-08,active,NULL,NULL,NULL,NULL
SUB_0003614,USR_0019145,starter,monthly,12.0,2024-03-21,active,NULL,NULL,growth,2024-06-14
SUB_0003615,USR_0019148,growth,monthly,36.0,2024-01-24,active,NULL,NULL,NULL,NULL
SUB_0003616,USR_0019158,growth,annual,30.6,2024-04-01,active,NULL,NULL,NULL,NULL
SUB_0003617,USR_0019161,starter,monthly,12.0,2024-07-03,active,NULL,NULL,growth,2024-09-14
SUB_0003618,USR_0019162,growth,annual,30.6,2024-01-30,active,NULL,NULL,enterprise,2024-05-17
SUB_0003619,USR_0019167,growth,annual,30.6,2024-04-12,active,NULL,NULL,NULL,NULL
SUB_0003620,USR_0019170,growth,monthly,36.0,2024-07-14,active,NULL,NULL,NULL,NULL
SUB_0003621,USR_0019180,growth,monthly,36.0,2024-02-15,active,NULL,NULL,NULL,NULL
SUB_0003622,USR_0019185,growth,annual,30.6,2024-03-28,active,NULL,NULL,NULL,NULL
SUB_0003623,USR_0019188,starter,annual,10.2,2024-06-06,active,NULL,NULL,NULL,NULL
SUB_0003624,USR_0019197,starter,monthly,12.0,2024-06-06,active,NULL,NULL,NULL,NULL
SUB_0003625,USR_0019204,starter,monthly,12.0,2024-06-14,active,NULL,NULL,NULL,NULL
SUB_0003626,USR_0019206,enterprise,monthly,96.0,2024-07-01,active,NULL,NULL,NULL,NULL
SUB_0003627,USR_0019207,growth,monthly,36.0,2024-07-10,active,NULL,NULL,enterprise,2024-11-05
SUB_0003628,USR_0019208,starter,annual,10.2,2024-03-02,active,NULL,NULL,NULL,NULL
SUB_0003629,USR_0019214,starter,monthly,12.0,2024-03-05,active,NULL,NULL,growth,2024-06-17
SUB_0003630,USR_0019216,enterprise,monthly,96.0,2024-06-13,active,NULL,NULL,NULL,NULL
SUB_0003631,USR_0019220,growth,monthly,36.0,2024-03-18,active,NULL,NULL,NULL,NULL
SUB_0003632,USR_0019226,growth,monthly,36.0,2024-05-21,active,NULL,NULL,NULL,NULL
SUB_0003633,USR_0019227,growth,monthly,36.0,2024-05-14,active,NULL,NULL,NULL,NULL
SUB_0003634,USR_0019228,enterprise,monthly,96.0,2024-06-28,active,NULL,NULL,NULL,NULL
SUB_0003635,USR_0019229,enterprise,annual,81.6,2024-06-11,active,NULL,NULL,NULL,NULL
SUB_0003636,USR_0019230,starter,monthly,12.0,2024-07-04,active,NULL,NULL,NULL,NULL
SUB_0003637,USR_0019238,starter,monthly,12.0,2024-03-31,active,NULL,NULL,NULL,NULL
SUB_0003638,USR_0019243,starter,monthly,12.0,2024-04-09,active,NULL,NULL,NULL,NULL
SUB_0003639,USR_0019247,growth,annual,30.6,2024-01-28,active,NULL,NULL,NULL,NULL
SUB_0003640,USR_0019258,starter,annual,10.2,2024-03-01,active,NULL,NULL,NULL,NULL
SUB_0003641,USR_0019259,starter,annual,10.2,2024-04-10,active,NULL,NULL,NULL,NULL
SUB_0003642,USR_0019277,starter,annual,10.2,2024-07-16,active,NULL,NULL,NULL,NULL
SUB_0003643,USR_0019280,growth,monthly,36.0,2024-04-02,active,NULL,NULL,NULL,NULL
SUB_0003644,USR_0019282,starter,monthly,12.0,2024-06-29,active,NULL,NULL,NULL,NULL
SUB_0003645,USR_0019286,growth,annual,30.6,2024-06-08,active,NULL,NULL,NULL,NULL
SUB_0003646,USR_0019292,growth,monthly,36.0,2024-05-25,active,NULL,NULL,NULL,NULL
SUB_0003647,USR_0019308,starter,annual,10.2,2024-06-29,active,NULL,NULL,NULL,NULL
SUB_0003648,USR_0019310,starter,annual,10.2,2024-06-12,active,NULL,NULL,NULL,NULL
SUB_0003649,USR_0019317,growth,annual,30.6,2024-05-21,active,NULL,NULL,NULL,NULL
SUB_0003650,USR_0019320,starter,monthly,12.0,2024-04-07,active,NULL,NULL,NULL,NULL
SUB_0003651,USR_0019321,enterprise,monthly,96.0,2024-03-21,active,NULL,NULL,NULL,NULL
SUB_0003652,USR_0019333,growth,monthly,36.0,2024-07-08,active,NULL,NULL,NULL,NULL
SUB_0003653,USR_0019341,starter,monthly,12.0,2024-06-17,active,NULL,NULL,NULL,NULL
SUB_0003654,USR_0019348,growth,monthly,36.0,2024-05-09,active,NULL,NULL,NULL,NULL
SUB_0003655,USR_0019360,enterprise,monthly,96.0,2024-06-14,active,NULL,NULL,NULL,NULL
SUB_0003656,USR_0019363,growth,annual,30.6,2024-02-04,active,NULL,NULL,NULL,NULL
SUB_0003657,USR_0019364,starter,monthly,12.0,2024-05-20,active,NULL,NULL,NULL,NULL
SUB_0003658,USR_0019379,growth,monthly,36.0,2024-06-07,active,NULL,NULL,NULL,NULL
SUB_0003659,USR_0019384,enterprise,monthly,96.0,2024-07-08,active,NULL,NULL,NULL,NULL
SUB_0003660,USR_0019391,starter,monthly,12.0,2024-03-26,active,NULL,NULL,NULL,NULL
SUB_0003661,USR_0019392,starter,monthly,12.0,2024-04-02,active,NULL,NULL,NULL,NULL
SUB_0003662,USR_0019396,starter,annual,10.2,2024-07-11,active,NULL,NULL,NULL,NULL
SUB_0003663,USR_0019398,growth,annual,30.6,2024-07-07,active,NULL,NULL,NULL,NULL
SUB_0003664,USR_0019425,enterprise,monthly,96.0,2024-04-04,active,NULL,NULL,NULL,NULL
SUB_0003665,USR_0019429,enterprise,annual,81.6,2024-05-09,churned,2024-08-24,no_longer_needed,NULL,NULL
SUB_0003666,USR_0019431,growth,annual,30.6,2024-06-04,active,NULL,NULL,NULL,NULL
SUB_0003667,USR_0019433,starter,annual,10.2,2024-05-12,active,NULL,NULL,NULL,NULL
SUB_0003668,USR_0019437,enterprise,monthly,96.0,2024-07-14,active,NULL,NULL,NULL,NULL
SUB_0003669,USR_0019441,growth,annual,30.6,2024-06-15,active,NULL,NULL,NULL,NULL
SUB_0003670,USR_0019442,growth,monthly,36.0,2024-07-21,churned,2024-09-25,no_longer_needed,NULL,NULL
SUB_0003671,USR_0019450,growth,monthly,36.0,2024-06-17,active,NULL,NULL,NULL,NULL
SUB_0003672,USR_0019454,growth,monthly,36.0,2024-07-24,active,NULL,NULL,NULL,NULL
SUB_0003673,USR_0019455,starter,monthly,12.0,2024-06-28,active,NULL,NULL,NULL,NULL
SUB_0003674,USR_0019456,enterprise,annual,81.6,2024-02-03,active,NULL,NULL,NULL,NULL
SUB_0003675,USR_0019458,growth,annual,30.6,2024-07-14,active,NULL,NULL,NULL,NULL
SUB_0003676,USR_0019460,growth,monthly,36.0,2024-05-25,active,NULL,NULL,NULL,NULL
SUB_0003677,USR_0019466,enterprise,monthly,96.0,2024-06-01,active,NULL,NULL,NULL,NULL
SUB_0003678,USR_0019469,growth,monthly,36.0,2024-03-27,active,NULL,NULL,NULL,NULL
SUB_0003679,USR_0019473,growth,monthly,36.0,2024-06-09,active,NULL,NULL,enterprise,2024-08-31
SUB_0003680,USR_0019481,enterprise,monthly,96.0,2024-06-02,active,NULL,NULL,NULL,NULL
SUB_0003681,USR_0019485,enterprise,monthly,96.0,2024-04-23,active,NULL,NULL,NULL,NULL
SUB_0003682,USR_0019492,growth,monthly,36.0,2024-06-27,active,NULL,NULL,NULL,NULL
SUB_0003683,USR_0019493,starter,monthly,12.0,2024-04-10,active,NULL,NULL,NULL,NULL
SUB_0003684,USR_0019496,growth,monthly,36.0,2024-03-15,active,NULL,NULL,NULL,NULL
SUB_0003685,USR_0019500,growth,annual,30.6,2024-05-03,active,NULL,NULL,NULL,NULL
SUB_0003686,USR_0019505,starter,monthly,12.0,2024-07-18,active,NULL,NULL,NULL,NULL
SUB_0003687,USR_0019510,starter,annual,10.2,2024-05-14,active,NULL,NULL,NULL,NULL
SUB_0003688,USR_0019512,enterprise,monthly,96.0,2024-04-18,active,NULL,NULL,NULL,NULL
SUB_0003689,USR_0019516,growth,monthly,36.0,2024-03-05,active,NULL,NULL,NULL,NULL
SUB_0003690,USR_0019521,growth,monthly,36.0,2024-07-11,active,NULL,NULL,NULL,NULL
SUB_0003691,USR_0019536,starter,monthly,12.0,2024-04-16,active,NULL,NULL,NULL,NULL
SUB_0003692,USR_0019537,growth,annual,30.6,2024-07-22,active,NULL,NULL,NULL,NULL
SUB_0003693,USR_0019551,enterprise,annual,81.6,2024-05-09,active,NULL,NULL,NULL,NULL
SUB_0003694,USR_0019568,starter,monthly,12.0,2024-07-23,active,NULL,NULL,NULL,NULL
SUB_0003695,USR_0019586,starter,monthly,12.0,2024-06-12,active,NULL,NULL,NULL,NULL
SUB_0003696,USR_0019590,starter,annual,10.2,2024-07-13,active,NULL,NULL,NULL,NULL
SUB_0003697,USR_0019603,starter,annual,10.2,2024-04-30,active,NULL,NULL,NULL,NULL
SUB_0003698,USR_0019612,growth,monthly,36.0,2024-06-30,active,NULL,NULL,NULL,NULL
SUB_0003699,USR_0019618,growth,annual,30.6,2024-06-03,active,NULL,NULL,NULL,NULL
SUB_0003700,USR_0019619,growth,annual,30.6,2024-05-20,active,NULL,NULL,NULL,NULL
SUB_0003701,USR_0019624,starter,monthly,12.0,2024-06-06,active,NULL,NULL,NULL,NULL
SUB_0003702,USR_0019627,starter,monthly,12.0,2024-02-29,active,NULL,NULL,NULL,NULL
SUB_0003703,USR_0019629,starter,monthly,12.0,2024-05-19,active,NULL,NULL,NULL,NULL
SUB_0003704,USR_0019637,growth,annual,30.6,2024-07-20,active,NULL,NULL,NULL,NULL
SUB_0003705,USR_0019642,starter,annual,10.2,2024-04-10,active,NULL,NULL,NULL,NULL
SUB_0003706,USR_0019650,starter,monthly,12.0,2024-07-11,active,NULL,NULL,NULL,NULL
SUB_0003707,USR_0019658,growth,monthly,36.0,2024-05-14,active,NULL,NULL,NULL,NULL
SUB_0003708,USR_0019662,growth,annual,30.6,2024-04-10,churned,2024-07-06,price,NULL,NULL
SUB_0003709,USR_0019667,growth,monthly,36.0,2024-06-06,active,NULL,NULL,NULL,NULL
SUB_0003710,USR_0019669,enterprise,monthly,96.0,2024-03-15,active,NULL,NULL,NULL,NULL
SUB_0003711,USR_0019683,starter,annual,10.2,2024-04-24,active,NULL,NULL,NULL,NULL
SUB_0003712,USR_0019684,growth,annual,30.6,2024-05-30,active,NULL,NULL,NULL,NULL
SUB_0003713,USR_0019703,growth,monthly,36.0,2024-05-05,active,NULL,NULL,NULL,NULL
SUB_0003714,USR_0019707,growth,monthly,36.0,2024-02-12,active,NULL,NULL,NULL,NULL
SUB_0003715,USR_0019708,growth,monthly,36.0,2024-07-20,churned,2024-10-15,price,NULL,NULL
SUB_0003716,USR_0019711,growth,monthly,36.0,2024-06-16,active,NULL,NULL,enterprise,2024-08-28
SUB_0003717,USR_0019720,starter,monthly,12.0,2024-06-08,active,NULL,NULL,NULL,NULL
SUB_0003718,USR_0019723,starter,monthly,12.0,2024-04-15,active,NULL,NULL,NULL,NULL
SUB_0003719,USR_0019727,growth,monthly,36.0,2024-04-11,active,NULL,NULL,NULL,NULL
SUB_0003720,USR_0019731,enterprise,monthly,96.0,2024-07-10,active,NULL,NULL,NULL,NULL
SUB_0003721,USR_0019732,starter,annual,10.2,2024-07-19,active,NULL,NULL,NULL,NULL
SUB_0003722,USR_0019737,enterprise,monthly,96.0,2024-06-05,active,NULL,NULL,NULL,NULL
SUB_0003723,USR_0019747,starter,monthly,12.0,2024-07-15,active,NULL,NULL,NULL,NULL
SUB_0003724,USR_0019749,starter,monthly,12.0,2024-06-07,active,NULL,NULL,NULL,NULL
SUB_0003725,USR_0019750,growth,annual,30.6,2024-03-25,active,NULL,NULL,NULL,NULL
SUB_0003726,USR_0019754,growth,monthly,36.0,2024-01-27,active,NULL,NULL,enterprise,2024-04-08
SUB_0003727,USR_0019766,growth,monthly,36.0,2024-06-12,active,NULL,NULL,NULL,NULL
SUB_0003728,USR_0019773,enterprise,monthly,96.0,2024-05-30,active,NULL,NULL,NULL,NULL
SUB_0003729,USR_0019775,starter,monthly,12.0,2024-07-11,active,NULL,NULL,growth,2024-08-21
SUB_0003730,USR_0019782,growth,annual,30.6,2024-04-05,active,NULL,NULL,NULL,NULL
SUB_0003731,USR_0019784,enterprise,annual,81.6,2024-05-24,active,NULL,NULL,NULL,NULL
SUB_0003732,USR_0019790,growth,monthly,36.0,2024-04-27,active,NULL,NULL,NULL,NULL
SUB_0003733,USR_0019803,starter,monthly,12.0,2024-02-09,churned,2024-04-17,price,NULL,NULL
SUB_0003734,USR_0019807,growth,monthly,36.0,2024-06-14,active,NULL,NULL,NULL,NULL
SUB_0003735,USR_0019828,growth,monthly,36.0,2024-05-20,active,NULL,NULL,NULL,NULL
SUB_0003736,USR_0019837,enterprise,monthly,96.0,2024-07-16,active,NULL,NULL,NULL,NULL
SUB_0003737,USR_0019838,starter,monthly,12.0,2024-06-30,active,NULL,NULL,NULL,NULL
SUB_0003738,USR_0019840,starter,monthly,12.0,2024-07-18,active,NULL,NULL,NULL,NULL
SUB_0003739,USR_0019849,starter,monthly,12.0,2024-05-03,active,NULL,NULL,NULL,NULL
SUB_0003740,USR_0019851,enterprise,annual,81.6,2024-01-31,active,NULL,NULL,NULL,NULL
SUB_0003741,USR_0019852,starter,monthly,12.0,2024-07-13,active,NULL,NULL,NULL,NULL
SUB_0003742,USR_0019860,starter,annual,10.2,2024-06-16,active,NULL,NULL,NULL,NULL
SUB_0003743,USR_0019865,growth,annual,30.6,2024-02-15,active,NULL,NULL,NULL,NULL
SUB_0003744,USR_0019868,starter,monthly,12.0,2024-03-17,active,NULL,NULL,NULL,NULL
SUB_0003745,USR_0019869,growth,monthly,36.0,2024-03-28,churned,2024-08-24,missing_features,NULL,NULL
SUB_0003746,USR_0019872,growth,monthly,36.0,2024-03-19,active,NULL,NULL,NULL,NULL
SUB_0003747,USR_0019874,enterprise,monthly,96.0,2024-05-29,active,NULL,NULL,NULL,NULL
SUB_0003748,USR_0019876,enterprise,monthly,96.0,2024-03-08,active,NULL,NULL,NULL,NULL
SUB_0003749,USR_0019882,growth,annual,30.6,2024-03-28,active,NULL,NULL,enterprise,2024-05-12
SUB_0003750,USR_0019887,growth,monthly,36.0,2024-05-22,active,NULL,NULL,NULL,NULL
SUB_0003751,USR_0019888,enterprise,annual,81.6,2024-05-08,active,NULL,NULL,NULL,NULL
SUB_0003752,USR_0019892,starter,monthly,12.0,2024-03-13,active,NULL,NULL,growth,2024-07-11
SUB_0003753,USR_0019893,starter,annual,10.2,2024-06-11,active,NULL,NULL,NULL,NULL
SUB_0003754,USR_0019899,starter,monthly,12.0,2024-07-16,active,NULL,NULL,growth,2024-11-05
SUB_0003755,USR_0019909,starter,monthly,12.0,2024-03-05,active,NULL,NULL,NULL,NULL
SUB_0003756,USR_0019911,starter,monthly,12.0,2024-04-25,active,NULL,NULL,NULL,NULL
SUB_0003757,USR_0019931,starter,monthly,12.0,2024-02-21,active,NULL,NULL,NULL,NULL
SUB_0003758,USR_0019943,growth,annual,30.6,2024-05-28,active,NULL,NULL,NULL,NULL
SUB_0003759,USR_0019946,enterprise,monthly,96.0,2024-04-03,active,NULL,NULL,NULL,NULL
SUB_0003760,USR_0019952,growth,monthly,36.0,2024-04-11,active,NULL,NULL,NULL,NULL
SUB_0003761,USR_0019958,growth,monthly,36.0,2024-06-26,active,NULL,NULL,NULL,NULL
SUB_0003762,USR_0019961,enterprise,annual,81.6,2024-02-12,active,NULL,NULL,NULL,NULL
SUB_0003763,USR_0019966,starter,monthly,12.0,2024-02-07,active,NULL,NULL,NULL,NULL
SUB_0003764,USR_0019968,growth,monthly,36.0,2024-05-26,active,NULL,NULL,NULL,NULL
SUB_0003765,USR_0019975,growth,monthly,36.0,2024-03-30,active,NULL,NULL,NULL,NULL
SUB_0003766,USR_0019977,growth,annual,30.6,2024-03-28,active,NULL,NULL,NULL,NULL
SUB_0003767,USR_0019978,starter,monthly,12.0,2024-02-06,active,NULL,NULL,NULL,NULL
SUB_0003768,USR_0019979,growth,annual,30.6,2024-07-05,active,NULL,NULL,NULL,NULL
SUB_0003769,USR_0019980,growth,annual,30.6,2024-04-13,active,NULL,NULL,NULL,NULL
SUB_0003770,USR_0019982,growth,monthly,36.0,2024-07-16,active,NULL,NULL,NULL,NULL
SUB_0003771,USR_0019986,growth,monthly,36.0,2024-02-05,active,NULL,NULL,NULL,NULL
SUB_0003772,USR_0019992,starter,monthly,12.0,2024-06-10,active,NULL,NULL,NULL,NULL
SUB_0003773,USR_0020006,starter,monthly,12.0,2024-03-29,active,NULL,NULL,NULL,NULL
SUB_0003774,USR_0020015,growth,monthly,36.0,2024-05-11,active,NULL,NULL,NULL,NULL
SUB_0003775,USR_0020018,growth,monthly,36.0,2024-07-11,active,NULL,NULL,NULL,NULL
SUB_0003776,USR_0020020,growth,monthly,36.0,2024-05-23,active,NULL,NULL,NULL,NULL
SUB_0003777,USR_0020023,enterprise,annual,81.6,2024-06-05,active,NULL,NULL,NULL,NULL
SUB_0003778,USR_0020028,starter,monthly,12.0,2024-07-28,active,NULL,NULL,NULL,NULL
SUB_0003779,USR_0020031,growth,monthly,36.0,2024-07-24,active,NULL,NULL,NULL,NULL
SUB_0003780,USR_0020038,growth,monthly,36.0,2024-05-03,active,NULL,NULL,NULL,NULL
SUB_0003781,USR_0020042,growth,monthly,36.0,2024-07-22,churned,2024-11-03,missing_features,NULL,NULL
SUB_0003782,USR_0020048,starter,monthly,12.0,2024-05-17,active,NULL,NULL,NULL,NULL
SUB_0003783,USR_0020053,enterprise,monthly,96.0,2024-04-08,active,NULL,NULL,NULL,NULL
SUB_0003784,USR_0020055,starter,monthly,12.0,2024-04-30,active,NULL,NULL,NULL,NULL
SUB_0003785,USR_0020056,starter,monthly,12.0,2024-07-19,active,NULL,NULL,NULL,NULL
SUB_0003786,USR_0020066,starter,monthly,12.0,2024-04-06,active,NULL,NULL,growth,2024-07-08
SUB_0003787,USR_0020067,starter,monthly,12.0,2024-06-21,active,NULL,NULL,NULL,NULL
SUB_0003788,USR_0020079,growth,monthly,36.0,2024-03-30,active,NULL,NULL,NULL,NULL
SUB_0003789,USR_0020084,starter,monthly,12.0,2024-04-11,active,NULL,NULL,NULL,NULL
SUB_0003790,USR_0020085,starter,annual,10.2,2024-01-29,active,NULL,NULL,NULL,NULL
SUB_0003791,USR_0020089,enterprise,monthly,96.0,2024-07-15,active,NULL,NULL,NULL,NULL
SUB_0003792,USR_0020094,growth,annual,30.6,2024-04-26,active,NULL,NULL,enterprise,2024-06-17
SUB_0003793,USR_0020101,starter,monthly,12.0,2024-07-09,active,NULL,NULL,NULL,NULL
SUB_0003794,USR_0020102,enterprise,annual,81.6,2024-06-02,churned,2024-08-16,switched_competitor,NULL,NULL
SUB_0003795,USR_0020104,growth,annual,30.6,2024-07-17,active,NULL,NULL,NULL,NULL
SUB_0003796,USR_0020105,enterprise,annual,81.6,2024-05-06,active,NULL,NULL,NULL,NULL
SUB_0003797,USR_0020128,starter,monthly,12.0,2024-06-21,active,NULL,NULL,NULL,NULL
SUB_0003798,USR_0020132,starter,annual,10.2,2024-07-25,active,NULL,NULL,NULL,NULL
SUB_0003799,USR_0020137,growth,monthly,36.0,2024-04-12,active,NULL,NULL,NULL,NULL
SUB_0003800,USR_0020139,growth,monthly,36.0,2024-04-16,active,NULL,NULL,NULL,NULL
SUB_0003801,USR_0020152,growth,monthly,36.0,2024-06-14,active,NULL,NULL,NULL,NULL
SUB_0003802,USR_0020155,starter,monthly,12.0,2024-05-09,active,NULL,NULL,NULL,NULL
SUB_0003803,USR_0020161,starter,monthly,12.0,2024-05-09,active,NULL,NULL,NULL,NULL
SUB_0003804,USR_0020167,starter,monthly,12.0,2024-03-31,active,NULL,NULL,NULL,NULL
SUB_0003805,USR_0020170,growth,monthly,36.0,2024-06-11,active,NULL,NULL,NULL,NULL
SUB_0003806,USR_0020180,growth,monthly,36.0,2024-05-20,active,NULL,NULL,NULL,NULL
SUB_0003807,USR_0020182,growth,monthly,36.0,2024-04-14,active,NULL,NULL,NULL,NULL
SUB_0003808,USR_0020183,growth,annual,30.6,2024-05-21,active,NULL,NULL,NULL,NULL
SUB_0003809,USR_0020187,starter,monthly,12.0,2024-04-29,active,NULL,NULL,NULL,NULL
SUB_0003810,USR_0020193,growth,annual,30.6,2024-05-26,active,NULL,NULL,NULL,NULL
SUB_0003811,USR_0020199,enterprise,annual,81.6,2024-07-12,active,NULL,NULL,NULL,NULL
SUB_0003812,USR_0020201,growth,monthly,36.0,2024-04-17,active,NULL,NULL,NULL,NULL
SUB_0003813,USR_0020210,growth,annual,30.6,2024-03-03,active,NULL,NULL,NULL,NULL
SUB_0003814,USR_0020213,enterprise,monthly,96.0,2024-05-04,active,NULL,NULL,NULL,NULL
SUB_0003815,USR_0020223,growth,monthly,36.0,2024-04-13,active,NULL,NULL,enterprise,2024-07-06
SUB_0003816,USR_0020232,growth,monthly,36.0,2024-07-18,active,NULL,NULL,NULL,NULL
SUB_0003817,USR_0020234,starter,monthly,12.0,2024-05-08,active,NULL,NULL,growth,2024-08-08
SUB_0003818,USR_0020241,enterprise,monthly,96.0,2024-07-03,active,NULL,NULL,NULL,NULL
SUB_0003819,USR_0020242,starter,annual,10.2,2024-06-19,active,NULL,NULL,NULL,NULL
SUB_0003820,USR_0020251,starter,annual,10.2,2024-05-08,active,NULL,NULL,NULL,NULL
SUB_0003821,USR_0020254,growth,annual,30.6,2024-03-28,active,NULL,NULL,NULL,NULL
SUB_0003822,USR_0020257,starter,monthly,12.0,2024-04-06,active,NULL,NULL,NULL,NULL
SUB_0003823,USR_0020263,starter,monthly,12.0,2024-06-10,active,NULL,NULL,NULL,NULL
SUB_0003824,USR_0020267,starter,monthly,12.0,2024-07-25,active,NULL,NULL,NULL,NULL
SUB_0003825,USR_0020271,growth,monthly,36.0,2024-04-28,active,NULL,NULL,NULL,NULL
SUB_0003826,USR_0020272,starter,annual,10.2,2024-05-15,active,NULL,NULL,NULL,NULL
SUB_0003827,USR_0020273,growth,monthly,36.0,2024-04-12,active,NULL,NULL,NULL,NULL
SUB_0003828,USR_0020295,starter,monthly,12.0,2024-03-27,active,NULL,NULL,NULL,NULL
SUB_0003829,USR_0020299,growth,monthly,36.0,2024-07-24,active,NULL,NULL,NULL,NULL
SUB_0003830,USR_0020300,starter,annual,10.2,2024-04-08,active,NULL,NULL,NULL,NULL
SUB_0003831,USR_0020301,starter,annual,10.2,2024-05-24,active,NULL,NULL,NULL,NULL
SUB_0003832,USR_0020307,growth,annual,30.6,2024-04-28,active,NULL,NULL,NULL,NULL
SUB_0003833,USR_0020326,starter,annual,10.2,2024-04-11,active,NULL,NULL,NULL,NULL
SUB_0003834,USR_0020328,starter,monthly,12.0,2024-04-27,active,NULL,NULL,growth,2024-06-09
SUB_0003835,USR_0020335,starter,monthly,12.0,2024-03-20,active,NULL,NULL,NULL,NULL
SUB_0003836,USR_0020339,growth,monthly,36.0,2024-05-09,active,NULL,NULL,NULL,NULL
SUB_0003837,USR_0020345,starter,annual,10.2,2024-05-16,active,NULL,NULL,NULL,NULL
SUB_0003838,USR_0020352,growth,annual,30.6,2024-03-19,active,NULL,NULL,NULL,NULL
SUB_0003839,USR_0020356,growth,monthly,36.0,2024-06-21,active,NULL,NULL,NULL,NULL
SUB_0003840,USR_0020360,enterprise,monthly,96.0,2024-06-10,active,NULL,NULL,NULL,NULL
SUB_0003841,USR_0020371,growth,monthly,36.0,2024-04-02,active,NULL,NULL,NULL,NULL
SUB_0003842,USR_0020375,growth,monthly,36.0,2024-05-03,active,NULL,NULL,enterprise,2024-08-25
SUB_0003843,USR_0020379,growth,annual,30.6,2024-05-26,active,NULL,NULL,NULL,NULL
SUB_0003844,USR_0020383,enterprise,annual,81.6,2024-06-03,active,NULL,NULL,NULL,NULL
SUB_0003845,USR_0020388,starter,annual,10.2,2024-06-03,active,NULL,NULL,NULL,NULL
SUB_0003846,USR_0020391,growth,monthly,36.0,2024-07-14,active,NULL,NULL,NULL,NULL
SUB_0003847,USR_0020394,growth,annual,30.6,2024-06-28,active,NULL,NULL,NULL,NULL
SUB_0003848,USR_0020399,growth,annual,30.6,2024-05-29,active,NULL,NULL,NULL,NULL
SUB_0003849,USR_0020400,growth,annual,30.6,2024-05-04,active,NULL,NULL,NULL,NULL
SUB_0003850,USR_0020402,starter,monthly,12.0,2024-07-28,active,NULL,NULL,NULL,NULL
SUB_0003851,USR_0020417,starter,monthly,12.0,2024-05-04,active,NULL,NULL,NULL,NULL
SUB_0003852,USR_0020420,enterprise,monthly,96.0,2024-06-24,active,NULL,NULL,NULL,NULL
SUB_0003853,USR_0020425,enterprise,monthly,96.0,2024-04-20,active,NULL,NULL,NULL,NULL
SUB_0003854,USR_0020437,growth,monthly,36.0,2024-02-23,active,NULL,NULL,NULL,NULL
SUB_0003855,USR_0020443,enterprise,annual,81.6,2024-05-01,active,NULL,NULL,NULL,NULL
SUB_0003856,USR_0020450,growth,monthly,36.0,2024-07-04,active,NULL,NULL,NULL,NULL
SUB_0003857,USR_0020455,growth,annual,30.6,2024-05-29,active,NULL,NULL,NULL,NULL
SUB_0003858,USR_0020458,growth,monthly,36.0,2024-07-15,active,NULL,NULL,NULL,NULL
SUB_0003859,USR_0020467,starter,monthly,12.0,2024-05-26,active,NULL,NULL,NULL,NULL
SUB_0003860,USR_0020471,growth,annual,30.6,2024-05-05,churned,2024-07-26,price,NULL,NULL
SUB_0003861,USR_0020477,enterprise,monthly,96.0,2024-05-04,active,NULL,NULL,NULL,NULL
SUB_0003862,USR_0020478,growth,monthly,36.0,2024-07-04,active,NULL,NULL,NULL,NULL
SUB_0003863,USR_0020481,enterprise,monthly,96.0,2024-03-07,active,NULL,NULL,NULL,NULL
SUB_0003864,USR_0020490,starter,annual,10.2,2024-06-01,active,NULL,NULL,NULL,NULL
SUB_0003865,USR_0020495,growth,monthly,36.0,2024-07-06,active,NULL,NULL,NULL,NULL
SUB_0003866,USR_0020496,enterprise,monthly,96.0,2024-01-31,active,NULL,NULL,NULL,NULL
SUB_0003867,USR_0020510,enterprise,monthly,96.0,2024-07-11,active,NULL,NULL,NULL,NULL
SUB_0003868,USR_0020515,enterprise,monthly,96.0,2024-05-27,active,NULL,NULL,NULL,NULL
SUB_0003869,USR_0020516,starter,annual,10.2,2024-03-29,active,NULL,NULL,NULL,NULL
SUB_0003870,USR_0020522,growth,monthly,36.0,2024-06-17,active,NULL,NULL,NULL,NULL
SUB_0003871,USR_0020523,starter,monthly,12.0,2024-05-11,active,NULL,NULL,NULL,NULL
SUB_0003872,USR_0020527,starter,monthly,12.0,2024-04-07,active,NULL,NULL,NULL,NULL
SUB_0003873,USR_0020531,starter,monthly,12.0,2024-04-03,active,NULL,NULL,NULL,NULL
